Kind,8654,Familie,149666,3.375
Kompaktvan,-1,Modell,-1,2.5
Kopfairbag,33717,Seitenairbag,33717,3.25
Krebserkennung,-1,Röntgenaufnahme,304974,2.0
Kulturwissenschaft,179771,Grafiker,18125,0.625
Linguistik,4714,Wissenschaft,5607,3.5
Luft,2937,Leben,40602,2.75
Macht,3222,Reich,-1,2.5
Mai,3271,Januar,2536,2.875
Mann,280427,Geschäftspartner,-1,1.5
Marktl,-1,Bayern,475,2.25
Mehrarbeit,-1,Workaholic,167000,2.0
Meinung,56730,Überzeugung,-1,3.125
Mercedes,-1,Premium-Hersteller,-1,2.625
Minister,15592,Außenminister,11990,3.375
Minister,15592,Ministerpräsident,8550,3.375
Minister,15592,Politiker,3847,3.25
Montag,3344,November,3578,2.375
Motor,-1,Hubraum,75656,2.75
Objekt,-1,Gegenstand,20865,3.875
Papst,7908,Kirche,-1,3.375
Petersdom,50302,Inaugurationsmesse,-1,2.625
Platz,-1,Petersplatz,-1,3.125
Pontifikat,88843,Papst,7908,3.375
Premium-Hersteller,-1,Opel,45108,1.625
Premium-Hersteller,-1,VW,-1,2.0
Problem,21576,Schwierigkeit,-1,3.25
Projekt,3978,Aktion,-1,2.0
Prozentzeichen,67828,Symbol,2676415,3.375
Prüfung,-1,Zeugnis,-1,2.5
Punktverlust,-1,Platz,-1,1.125
Ratzinger,-1,Papst,7908,3.375
Sandwich-Konzept,-1,Sicherheit,58985,0.5
Schleusung,-1,Betrugshandlung,-1,2.125
Schrank,154502,Küchenschrank,-1,3.375
Schwabe,988174,Stuttgarter,4492,3.375
Seitenansicht,-1,A-Säule,242990,0.875
Selbstinszenierung,4320778,Beziehungsarbeit,159632,0.5
Sicherheit,58985,Frontalkollision,-1,1.625
Sohn,8672,Vater,8666,3.375
Steckdose,227781,Stern,-1,0.125
Stellenangebot,219416,Wochenzeitung,133905,2.25
Stellenanzeige,219416,Bewerbungsgespräch,362070,2.25
Stoiber,-1,Ministerpräsident,8550,3.125
Studie,111485,Dissertationsthema,16983,1.875
Studie,111485,Ergebnis,235753,2.75
Studierende,29138,Abteilung,-1,1.625
Studierende,29138,Note,-1,2.375
Studium,16626,Beruf,462,3.0
Studium,16626,Europa,10108,0.5
Studium,16626,Gegenstand,-1,0.875
Suchmaschinenbetreiber,-1,Eleganz,544105,0.25
Suchmaschinenbetreiber,-1,Linkstatistik,-1,1.75
Suchstrategie,295046,Optik,3748,0.25
Tag,5053,Donnerstag,1141,3.375
Tag,5053,Leben,40602,1.5
Tag,5053,Schreibtisch,215674,0.0
Tag,5053,Stunde,4557,2.75
Tastatur,5220,Gott,1850,0.0
Tastatur,5220,Suche,-1,0.625
Tätigkeit,99893,Arbeit,462,3.0
Tier,2781517,Natur,3615,2.625
Tier,2781517,Röntgenaufnahme,304974,0.25
Tierpark,57749,Giraffe,57662,3.0
Tierpark,57749,Grafik,11421,0.5
Tod,5204,Beerdigung,71543,3.25
Topmanagement,-1,Job,33605,2.5
Topmanagement,-1,Unternehmen,5319,2.75
Traurigkeit,1186161,Heimgang,-1,1.125
Überzeugung,-1,Zweifel,83933,2.625
Umfrage,191530,Erfolg,87624,0.125
Umfrage,191530,Quartalsumfrage,-1,2.875
Unternehmen,5319,Dieselversion,18540,0.0
Unternehmen,5319,Firma,24040,3.625
Vatikan,2422312,Katholik,4461846,3.25
Vergangenheit,23856,Deutschland,1497705,1.0
Volierenzelt,-1,Erfolg,87624,0.0
Volierenzelt,-1,Käfig,483700,2.375
Welle,113040,Schaden,96440,1.0
Welle,296463,Surfer,129898,3.125
Widerspruch,401927,Analyse,37761,1.125
Widerspruch,401927,Gebiet,94960,0.0
Wien,5632,Kopfairbag,33717,0.0
Wirtschaftsprofessor,250477,Irrtum,123144,0.375
Wirtschaftsprofessor,250477,Professor,33943,3.625
Wirtschaftsuniversität,629693,Abteilung,171549,1.75
Witz,15064,Gepäckkontrolle,-1,0.25
Witz,15064,Joke,15064,4.0
Witz,15064,Kopf,1985832,1.125
Witz,15064,Makake,420332,0.125
Zebra,82632,Stellenanzeige,219416,0.0
Zebra,82632,Tier,2781517,3.25
Zielstrebigkeit,-1,Erfolg,87624,2.625
